gene_symbol,tsne_1,tsne_2
ENSG00000232895,-68.287544,-27.128006
ENSG00000232896,-22.311087,34.39235
ENSG00000232897,-28.856026,-38.713085
CDY9P,-65.73654,-42.167027
ENSG00000232900,-35.062817,-49.489166
CYCSP10,4.8663044,14.734698
LINC02829,-107.5106,13.740651
LINC01166,-9.345964,-7.926639
ENSG00000232905,-41.09315,-71.18463
ENSG00000232906,-9.531526,-2.7186444
DLGAP4-AS1,37.74788,17.358582
HSD17B7P1,-30.978157,15.391728
ENSG00000232909,5.398511,9.383897
RAB9AP1,-85.08336,-13.19156
RERE-AS1,42.71508,62.165787
PLCE1-AS2,-33.650574,25.023119
TRAPPC2P4,-105.81629,-14.145269
RNF14P1,-19.496593,56.627056
HMGN2P27,-11.314261,-51.35436
HSPE1P6,-3.04764,-73.62993
ENSG00000232918,-7.307394,-68.47343
LINC01400,-53.112804,-52.09612
MTND6P24,-39.98183,-49.52004
ELOCP4,-102.054375,4.5598826
MRPS16P2,-61.328243,-50.86493
ENSG00000232926,17.686478,20.362333
USP12PY,-74.47219,-56.223602
DDX3P1,-5.527478,64.54269
ENSG00000232930,21.165983,52.036366
LINC00342,85.24424,13.815042
ENSG00000232934,47.77588,36.073006
ENSG00000232935,-57.038124,10.801074
PANK1-AS1,28.008965,36.34095
ENSG00000232937,-26.093128,-3.9215524
RPL23AP87,1.855258,4.2188334
ENSG00000232939,-35.156693,9.077801
HCG25,62.306374,24.181116
GGCTP2,-64.714005,-27.934732
ENSG00000232944,-70.08597,11.607743
OR2J2,-33.901123,-79.14802
RPL35AP20,-11.74431,-8.865758
LINC02543,-54.66293,-42.431965
DEFB130A,-93.74223,-38.67677
ENSG00000232949,21.05564,36.26613
ZNF519P1,-47.832836,-15.763207
IPO7P1,-6.4405475,-65.57525
ENSG00000232952,7.002143,-64.60234
HSPA8P18,-10.440767,31.07318
LINC00374,-47.89857,-51.969193
SNHG15,78.67036,-12.483021
HLA-DOA,35.338303,72.18588
ENSG00000232958,-69.40614,-16.81113
ENSG00000232959,-55.05484,48.114323
CSNK2B,48.5392,0.42882112
HLA-DOA,35.368603,72.09498
HMGN2P20,-7.640382,28.52971
LINC01737,-15.722055,53.237316
RPS12P18,-3.5127852,-77.06193
EIF4EP4,-75.679924,-26.979393
ENSG00000232969,-57.22709,30.975025
POLHP1,-10.945804,64.27789
ENSG00000232971,-54.958813,-34.367092
CYP1B1-AS1,73.03896,24.714285
RPS17P1,-20.066805,-79.40719
MTCO1P57,-82.95021,-21.9116
TRIM60P10Y,-99.715904,3.143951
LINC00327,27.613733,31.630236
ENSG00000232978,-26.493744,48.587246
ENSG00000232979,-71.60605,47.676514
MTCO1P51,-70.54967,38.09599
MTCO1P45,-10.240168,-72.3914
ENSG00000232983,-40.086254,-7.1065493
OR2H1,-34.40827,-74.355644
ENSG00000232985,-80.45604,-20.737717
ENSG00000232986,-18.385815,47.423233
LINC01219,-12.803061,-2.7906127
HLA-T,-68.118614,14.962535
ENSG00000232989,-89.088295,-15.342726
MTATP6P7,-58.640785,-38.64515
GACAT1,-49.380783,-48.029026
AHCYP4,-41.069107,-71.166084
ENSG00000232993,-15.274604,-18.54949
RPL7P14,-9.913096,27.524506
ENSG00000232995,42.829124,4.897221
ZNF90P2,-73.49694,-65.79533
VPS13A-AS1,-30.788164,34.785213
ENSG00000232999,-79.67187,-33.345146
TBC1D26-AS1,-14.820799,21.783686
CICP26,-37.98284,-56.106834
ENSG00000233005,-24.462824,-20.494123
MIR3936HG,68.324104,22.392168
UBTFL11,-12.967839,33.32567
LINC01725,42.831924,46.33378
NALCN-AS1,-20.434088,-15.205847
RPEP4,-1.9663241,26.633087
SLC9A3P1,-83.078735,-28.76705
HDAC1P2,-0.13351557,42.81461
FAM157B,41.635414,69.08084
TBC1D3P7,-70.80716,-29.857693
SLC25A6P1,-35.884064,-32.414104
SNHG7,87.5677,-20.489735
ENSG00000233017,-4.357392,-30.598038
ENSG00000233018,-57.95824,31.495447
OR2P1P,-96.984535,2.8529034
CHORDC1P5,3.4961655,-88.94043
ENSG00000233021,-37.790897,22.905382
IFITM4P,-27.574732,-34.286118
NPIPA9,76.630394,7.3733177
CRYZP1,15.5324135,22.400183
MTCO1P5,-54.41267,2.1196005
ENSG00000233028,-32.372684,-27.793453
ENSG00000233029,39.337284,66.7248
ENSG00000233030,29.980644,22.186768
ENSG00000233031,-74.85579,24.016647
CASK-AS1,-17.275124,6.9451594
HCG15,-5.8584213,-0.8625502
KRTAP8-2P,-77.64439,7.448719
ENSG00000233037,-12.998487,-53.36835
PTPRN2-AS1,43.282135,70.06732
MTND5P30,-39.6095,-49.570553
FAM204BP,-18.215834,57.143707
PHGR1,2.0099673,-35.262684
HCG24,-3.2104387,51.620026
ENSG00000233044,-23.188147,55.989925
RPL15P5,21.86196,-65.15557
OR5V1,-31.942406,-73.91605
LINC01677,-17.67359,23.952492
LINC01722,66.60787,31.994652
DHX16,46.961872,-0.5009074
DEFB130B,-93.73904,-38.675175
MICA,46.912785,1.3850178
ENSG00000233052,-29.768637,-29.660988
HLA-Z,-76.06321,16.48353
OR2B3,-33.48758,-78.75383
ENSG00000233055,-44.959167,-10.99267
ERVH48-1,40.08749,34.017235
EEF1A1P14,29.32767,-68.70412
ATP13A3-DT,75.300735,22.903513
ENSG00000233060,-38.2542,47.14598
TTLL7-IT1,53.89515,38.32525
SAR1AP4,-52.330547,1.4213812
ENSG00000233064,-30.928679,-3.053903
PTCHD1-AS,-39.873466,5.9911923
ENSG00000233068,-11.252015,-33.497356
ENSG00000233069,-22.935205,-17.400486
ZFY-AS1,-21.378414,14.4155035
RPSAP59,-9.029096,-72.90675
RPS15AP6,-18.1195,54.379288
GRM3-AS1,-5.9349265,-12.746451
DDAH2,50.2534,-7.5920277
LINC01271,30.651152,15.798917
ENSG00000233078,-34.11557,-26.723343
LINC01755,-16.578707,24.737707
LINC01399,-0.8988992,-8.480026
ENSG00000233081,-9.734403,0.91861135
ENSG00000233082,-65.477715,-31.393877
FTH1P6,-83.246765,-22.867748
RPL23AP25,-1.3239602,21.163906
ENSG00000233085,-18.613976,-15.073011
LNCARSR,43.980362,50.010983
RAB6D,12.36442,34.81831
ENSG00000233089,52.282703,60.798683
ENSG00000233090,-47.59045,-10.879317
RPL7P4,-66.574875,-59.08119
LINC00892,-6.6043134,85.08703
HLA-G,-39.924988,-29.24606
ENSG00000233096,-65.65146,41.774513
CCDC144NL-AS1,66.23036,23.614895
ENSG00000233099,-29.327976,13.866934
HOXB-AS3,20.23451,-8.48612
ENSG00000233103,-78.62058,-26.926834
ENSG00000233105,-30.975023,88.36296
RPL12P3,-52.949,-15.369416
SUCLA2P2,-30.006552,-39.394573
GLCCI1-DT,6.2133427,46.171947
ENSG00000233109,-54.473106,-53.506157
SORBS2-AS1,-0.01264863,31.443752
RAB1C,10.31423,-86.939865
RPL7AP7,-71.95254,-55.951275
ENSG00000233114,-47.69784,23.686012
FAM90A11P,-6.291748,-10.611627
LINC00702,64.929504,30.14528
UBE2V1P8,-84.91469,-4.373325
ENSG00000233119,-91.34559,3.1573336
USP9YP15,-54.045383,-14.182983
VN1R20P,-15.054826,-3.7806826
CTAGE7P,24.7703,12.059329
LINC01007,-39.521164,1.5370649
LINC00456,20.569437,41.566227
ACTBP12,-8.094555,-70.057014
ZNF736P3Y,-76.14903,-35.497677
LINC01794,-16.607056,44.923084
ENSG00000233129,-39.543987,-26.988932
RPS15AP14,-8.398222,0.6708541
FAM90A3P,-94.59211,-37.779053
ENSG00000233133,-46.291527,28.998466
MTND3P17,-74.6097,-25.641092
RPS27P18,-89.70508,-11.0688305
USP17L11,-13.989475,-51.22518
ENSG00000233138,-25.308159,-1.5003873
ENSG00000233139,44.518394,54.018494
ENSG00000233140,52.30907,60.773006
MAS1L,-36.722755,-79.075516
DIRC3-AS1,51.789696,32.66814
ENSG00000233144,-13.767143,51.306217
ENSG00000233145,-49.734333,-37.273403
BPIFB5P,-43.249527,-47.213036
SYF2P2,-35.666466,48.358597
GTF2H4,37.671227,-9.003013
CYP21A2,-4.319105,-45.067474
UBE2E2-DT,-28.607746,-8.227362
LINC01762,29.230484,52.50219
HMGA1P8,-1.3118844,-2.76918
HSFY8P,-95.946556,2.6211324
ENSG00000233157,-46.692566,-14.173448
RPS24P6,2.4043882,-69.02752
RPL31P16,-6.5468082,-74.2965
HNRNPA1P2,-17.902037,-64.56135
DHFRP2,-74.70064,-6.2136073
MORF4L1P6,-81.939316,-33.875774
RPS12P17,-19.999397,50.517357
C6ORF136,36.316807,-7.638297
EEF1A1P26,17.57974,-73.91507
OR2U1P,-85.185745,-36.697876
C6ORF47-AS1,-78.279724,-54.368965
ENSG00000233170,17.234623,10.323004
VN1R34P,-56.24796,-34.989834
FMNL1-AS1,35.52938,17.98252
OR7E157P,-37.78367,-31.186802
ENSG00000233178,67.20344,17.377642
ENSG00000233179,-24.309986,31.02091
OR2B3,-33.489033,-78.75452
OR2H4P,-104.87666,6.9682326
ENSG00000233183,50.181377,36.314228
DPH5-DT,64.591064,1.2194724
KLF4P1,-24.9641,52.505013
RPL12P29,-18.221006,58.471165
RPS24P13,2.851451,-67.64712
ENSG00000233191,-14.934586,5.166697
HLA-DQA2,-32.22401,5.377373
ENSG00000233193,-73.623085,34.798588
RPL32P1,-31.858047,83.95407
ENSG00000233196,-17.26487,8.980584
TMEM256P1,-49.091476,18.640669
RNF224,18.835331,-1.4900227
LINC02634,-42.21148,-10.476587
DHCR24-DT,9.647776,-2.9031973
MAPRE1P3,-47.122574,0.91859
WBP1P2,-26.972992,-3.6470785
RPS3AP1,-71.84854,-54.372833
LINC00642,36.888165,52.588524
HLA-DQB1,50.95739,64.53414
GPANK1,30.433722,-5.5161486
GRPEL2P1,-74.90478,-20.504614
KCNJ6-AS1,-64.74839,-7.118753
ENSG00000233214,10.011327,20.57346
LINC01687,21.071827,46.03713
ENSG00000233216,-49.927902,21.588745
MROH3P,-0.12232474,-33.4132
ENSG00000233219,-44.243637,-25.608173
PRDM10-DT,18.746614,52.175274
ARHGEF4-AS1,8.784505,-3.5896814
ENSG00000233222,-61.758686,31.084019
ENSG00000233223,51.58634,4.0935
SSBP3P1,-20.207281,-56.739464
LPCAT2BP,-44.128563,-50.973866
CNOT7P1,5.958295,-84.19417
ENSG00000233230,32.884075,9.436948
HNRNPA1P49,32.274105,20.497402
NPIPB7,56.507633,2.503719
ENSG00000233234,-68.784325,-31.774954
ENSG00000233235,-63.76005,48.13681
LINC02573,-31.828215,67.1497
LINC00472,70.33542,20.293798
DEFA9P,-80.72121,7.391616
HLA-U,-49.37984,34.919914
ENSG00000233240,-95.62518,-5.522584
DDX39BP1,-77.34593,10.697133
ENSG00000233242,-2.13916,-8.302914
VKORC1P1,-70.67524,-55.143776
PHC2-AS1,-5.1621914,3.351834
UBE2E4P,-16.11572,-68.99281
MTND6P9,-40.231407,66.2109
ENSG00000233250,10.582192,69.329605
ENSG00000233251,70.73614,30.565346
CRIP1P1,-72.06251,34.161564
RPL21P134,14.675001,-71.329155
ENSG00000233256,-48.18224,-15.389787
ENSG00000233258,-38.171406,10.133313
FABP3P2,4.1529765,-92.61718
RPSAP63,9.08699,-67.26605
FAM238A,-16.810904,72.0343
ENSG00000233262,-26.386433,-73.988914
CAPZA1P4,-53.07087,-49.16981
ENSG00000233264,29.621635,47.38469
HMGB1P31,15.05422,11.674542
ENSG00000233268,-29.201422,67.1373
SNRPEP4,28.2118,-64.77007
ENSG00000233271,0.2395475,-50.384872
PNPT1P2,-53.25824,-52.875607
AMMECR1LP1,-45.583996,-2.9134045
ENSG00000233275,-20.77375,-17.202154
GPX1,102.96731,-42.463615
LINC01728,-50.820393,-39.124374
RPS26P2,4.3574867,-69.569214
MTCYBP10,-59.20807,-37.212242
MTND3P10,-46.50404,54.952366
ENSG00000233287,5.8829446,-72.4783
ENSG00000233288,45.97238,42.74412
ENSG00000233290,0.35609576,40.48002
RPL7AP61,-75.04896,-62.492626
ENSG00000233292,-18.561579,-81.44724
ENSG00000233293,2.115855,15.964533
FAM90A20P,-12.979073,-51.721466
TMEM18-DT,46.38401,34.53613
RASA4DP,14.486295,15.6145935
IFITM4P,-24.26784,0.7231237
HIGD1AP4,-19.061876,-79.98274
EIF4A1P1,-6.265369,-66.45957
OR4C14P,-59.158913,-41.254417
XXYLT1-AS1,-38.029285,44.648037
LINC01346,-14.377232,26.991005
TRGV2,-5.091875,80.407196
SRSF3P6,-57.50121,-55.96686
OSTN-AS1,9.305164,43.767277
RPS6P12,-17.772121,-30.67565
MTCO1P54,-42.150528,10.282825
C4B_2,14.546701,-25.209429
HMGA1P5,-10.65456,-72.458984
PPP1R11,53.410324,-7.8263993
LINC02569,-24.499334,15.898895
DSCR10,-23.299608,-38.22624
MTCO3P1,-98.97739,-5.9611497
RPL31P45,-8.938872,-73.088936
PPIAP32,-29.072256,-7.262897
LINC02669,35.996925,44.622414
TNXB,19.937565,-21.274158
EEF1A1P34,14.2522,-63.741093
MIPEPP3,58.86985,9.645105
USP32P2,53.74463,11.6959915
PFN1P1,13.091025,-63.702385
RPS16P3,-70.64686,-24.77829
ENSG00000233330,13.946594,10.698456
ENSG00000233332,-15.591272,-24.415514
RNFT1P2,-34.223045,-20.485556
FAM53B-AS1,-2.9505901,68.39216
RPL36AP14,-70.055885,-33.21007
ENSG00000233336,-72.71457,-30.845947
UBE2FP3,24.35244,18.383488
TLR8-AS1,-31.65701,68.52163
ENSG00000233339,-27.106003,52.782505
ENSG00000233340,-9.805669,60.623528
ENSG00000233342,-22.684227,-36.906944
ATP6V1G1P4,-28.110502,51.963478
MSH5,31.508013,-1.3506827
ERP29P1,-15.913227,-87.72691
BAG6,53.943924,-15.353433
LINC00333,-37.582836,13.724399
TRIM26BP,-64.46403,-2.0599499
ENSG00000233351,-21.55193,10.058116
ENSG00000233352,-83.68034,-25.459412
RPS7P9,-70.494736,-54.923378
LINC00028,-36.517082,-42.367916
CHRM3-AS2,59.502686,62.245285
RPL30P15,-5.957049,-75.159065
ENSG00000233358,-3.7608552,40.326523
ENSG00000233359,-3.950178,40.29646
PDXP-DT,20.16595,16.924988
ENSG00000233363,-40.367493,2.6834002
ENSG00000233365,-40.076637,67.412056
ZNF90P2,-73.64075,-65.86242
ENSG00000233367,-13.50999,59.890987
GTF2IP4,78.10198,-41.70065
ACTR1AP1,-10.04374,-57.42874
ENSG00000233372,-28.011198,-34.506096
ENSG00000233376,-30.35934,-19.681091
MTND4P20,8.574329,-34.4573
USP9YP34,-81.94797,-27.76339
ENSG00000233379,32.645756,55.32381
RPS2P48,24.167767,-68.628365
AK4P3,23.719969,7.904767
NKAPP1,63.571712,20.887009
ENSG00000233383,-48.777634,25.203068
CNIH3-AS2,67.31632,32.186317
MTCO3P8,-60.612698,-42.02597
IATPR,42.53855,60.83298
ENSG00000233388,27.651072,64.58217
UICLM,43.206646,68.27149
ENSG00000233393,52.211308,35.320477
LINC00841,-31.548496,-50.397808
LINC01719,70.546196,20.100836
ENSG00000233397,-18.8542,-18.192102
LINC01648,-2.4512677,-38.92108
PRKAR1AP1,14.783808,-81.72862
TARDBPP1,9.27796,-87.805855
ENSG00000233403,-35.81526,-38.21225
LINC01046,-12.159128,57.600586
ENSG00000233406,32.58033,-70.60319
ENSG00000233407,-71.985344,1.8099599
ENSG00000233408,-36.126484,-48.054195
FANK1-AS1,-51.51508,-14.054605
LINC01222,-52.923,28.174252
ENSG00000233411,-49.7161,31.18519
OR5H15,-25.331844,-72.96086
ENSG00000233415,-32.050327,-23.164
RPS25P3,-4.0959005,22.998339
ENSG00000233417,-38.24755,10.346015
DHX16,46.93397,-0.4638709
IFITM3P7,-10.84788,-76.23069
ENSG00000233420,29.086971,44.502598
LINC01783,5.278852,12.884688
ENSG00000233423,-39.216587,-41.570396
ENSG00000233424,-16.848719,24.573938
KRT18P67,-0.629079,-54.672565
EIF3FP3,47.581894,-4.9377685
ENSG00000233427,-24.912197,15.317362
PPIAP65,19.491495,-56.658722
HOTAIRM1,61.140884,22.064829
PDE4DIPP3,-15.461759,46.80572
LINC02596,-25.521242,68.74658
MTIF2P1,15.883894,-65.49552
CBLL1P1,19.150173,65.30211
AGGF1P2,8.787231,7.7685394
BTBD18,34.197975,26.767097
ENSG00000233437,-24.833021,30.162678
PSORS1C1,5.333571,-11.188917
HMGA1P6,9.310681,-88.50628
CYP2AB1P,-35.28242,-47.3731
PPP6R2P1,-51.62608,-61.644737
ENSG00000233444,-3.8870497,-73.40644
RPL17P11,-28.052279,-24.383516
PDK1P2,-68.78256,-33.749878
ENSG00000233447,-86.2438,-22.397392
PMS2P9,8.172646,-57.470436
MTATP6P14,1.4832069,-92.23366
KIFC1,21.522707,2.870957
ENSG00000233451,-48.665665,-14.611914
STXBP5-AS1,65.3796,24.087503
ENSG00000233454,-74.547226,-47.501522
ENSG00000233455,-64.95568,-22.946543
LINC01077,-50.556484,-27.70825
ENSG00000233457,-9.491888,-70.726906
ENSG00000233459,10.885076,-84.26739
RPL35AP31,-41.436577,50.17062
ENSG00000233461,66.85597,19.424187
RPL7AP7,-71.993065,-55.94414
NANOGP11,-44.268578,54.38323
RPL7AP7,-8.538288,-74.4539
MICC,-94.61269,-21.64838
HAX1P1,-6.5306554,-68.50376
ST6GALNAC4P1,-0.7931408,14.151127
ENSG00000233470,-34.655373,-36.323627
KRT18P62,-10.260327,25.288939
ENSG00000233472,-60.969,49.192028
RAD1P2,-40.944,-10.214328
EEF1A1P6,47.638187,-5.411415
PPIAP38,-10.449471,-72.330414
ENSG00000233478,18.66736,28.87189
ENSG00000233479,-41.32709,-17.978804
LINC01683,1.4630692,45.48948
OR12D2,-92.83828,-36.820045
ENSG00000233482,-70.828896,8.742776
EFCAB15P,33.15754,10.034562
ENSG00000233484,-61.81421,35.693047
FHAD1-AS1,19.673826,57.912106
USP8P1,-62.210255,-64.67252
RPSAP69,-3.7417984,-62.04713
PAXBP1P1,-82.41264,-33.73803
GPSM3,51.19277,60.835155
ENSG00000233491,-15.277587,-17.04358
ENSG00000233492,-24.790451,-28.88886
TMEM238,36.14484,-8.777034
ENSG00000233494,-55.533318,22.991972
SYNJ2-IT1,7.21366,64.732864
HNRNPA1P60,7.5984864,-64.446976
PPP1R2P1,-68.56741,53.954067
OR5B1P,-49.29998,-62.926983
ENSG00000233502,-40.756065,-13.1357
HNRNPLP1,19.51614,-64.03356
POLR2LP1,-105.90451,-13.584387
KRT18P1,-1.2632748,-54.317623
ENSG00000233506,-92.268875,-5.356794
PTPRT-DT,-7.3191648,-21.495146
ZNF197-AS1,2.3627677,3.0205183
ENSG00000233511,-45.831196,50.167934
ENSG00000233514,13.28824,-65.526375
LINC01518,21.468801,54.139492
ENSG00000233516,-44.091824,-51.802155
ENSG00000233517,-44.422123,9.584824
RPL7P35,-70.73398,-61.620842
ENSG00000233519,-22.294374,34.718693
LINC01638,17.700127,59.10987
FAM224A,7.970982,59.49597
PHB1P5,-11.554871,51.45012
RANP8,-12.527189,29.981947
RFC5P1,-52.497845,-53.01223
ZNF529-AS1,69.28118,17.318876
LINC00430,-60.082813,-42.339912
HCG21,-75.378044,-9.891303
DEFA10P,-82.374084,-4.868511
LINC00460,31.282545,33.741295
MKNK2P1,-52.55434,-63.90478
LINC02524,-29.134506,33.12773
ENSG00000233535,-48.693672,-16.194874
ENSG00000233536,-19.707132,22.24119
TEDDM2P,-59.093636,-44.622974
ENSG00000233538,34.21931,54.868504
ENSG00000233539,33.692562,38.329563
DNM3-IT1,-29.451756,13.771418
RPL31P47,-64.20179,42.11482
ENSG00000233542,25.827559,58.4146
CHTF8P1,8.917519,-86.84116
EIF3KP2,-12.765376,-77.493256
CYCSP33,-75.52493,-51.201084
PRYP5,-94.14157,4.521932
ENSG00000233547,4.349972,15.719058
CYCSP44,-73.2937,-40.518665
CYCSP35,-83.471695,20.908333
MTCYBP8,-82.39666,-23.404278
LSM1P1,-49.234787,12.600327
ENSG00000233553,-74.495125,-24.289324
B4GALT1-AS1,56.907043,28.985651
RPL7AP46,-67.44895,-54.785686
NFU1P2,-69.98058,8.595166
ENSG00000233558,24.66295,-74.21389
LINC00513,63.480606,31.325394
KRT8P39,22.12164,21.944645
DHX16,46.934887,-0.46358347
RPS3AP8,-14.90468,-84.2268
OR52E7P,-64.46642,-17.734083
PRR3,38.2022,11.3741
ENSG00000233565,0.60830253,-71.31977
LINC01556,-26.913101,-33.660206
ENSG00000233569,-20.846539,2.5273056
LINC00690,-34.23745,-52.079704
ENSG00000233571,-16.981775,19.573969
TRIM31,0.47404206,-34.305046
ENSG00000233574,-43.510967,-15.386043
ENSG00000233575,-70.56061,-45.195206
HTR3C2P,-39.7384,-61.488457
ENSG00000233577,-33.070915,-11.349098
EIF4EP1,-1.1527674,65.34716
KRT8P15,-4.676087,24.472479
ENSG00000233581,-19.957047,-17.786667
ENSG00000233583,-27.263695,55.04317
HLA-DPB2,-37.347214,49.082798
ACAA2P1,4.0566673,26.528261
ENSG00000233586,10.219471,16.944841
LINC01884,-43.95209,-44.53929
CYP51A1P2,-1.4494771,-4.553949
ENSG00000233589,20.802961,2.9835176
LINC02640,-31.743288,-24.207281
MICG,-85.54161,8.915427
LINC02609,58.54272,24.280937
BTF3P5,2.5579765,-67.72375
MTND2P29,-13.495321,-73.45316
ENSG00000233597,24.957367,-74.27923
TRIM15,2.2084718,-37.54083
NCOR1P3,-35.751427,-36.602768
ERI3-IT1,3.71511,17.250183
JTBP1,-29.914225,49.49849
DHFRP2,-74.31765,-6.906672
LINC01851,-57.850174,-21.462269
OR6C66P,13.448389,56.875233
LINC01392,-10.80856,-34.967876
TWIST2,13.787472,-12.484115
RPL10P19,-18.259655,80.32798
LINC00462,-21.077965,19.514858
GBX2-AS1,27.882076,35.833366
DCUN1D2-AS,4.2812104,16.874166
DDX11L10,44.56484,76.82749
HNRNPA1P42,7.651216,-60.1636
ENSG00000233616,-78.489784,-11.143646
ENSG00000233617,-24.485502,78.82389
OR2J3,-93.67823,-35.407715
ENSG00000233619,-98.64352,-13.224819
USH2A-AS2,-48.273735,-62.74969
ZC3H12A-DT,50.38286,4.6017933
CYP2T1P,48.88803,18.419107
PGAM1P11,-18.363409,49.78556
ENSG00000233625,-56.2836,-20.424377
ENSG00000233626,-11.362876,1.8410604
C4A-AS1,-8.653565,8.757624
ENSG00000233632,-84.022,-8.6838665
ENSG00000233633,-29.456354,-46.95349
GOT2P5,-78.73216,-62.93836
ENSG00000233635,-27.753828,51.510796
OR2J3,-93.68214,-35.40722
PANTR1,54.14686,39.528435
KRTAP13-5P,-50.965218,-62.86005
C6ORF136,36.335033,-7.6563883
GPR158-AS1,-40.43331,-0.48606253
LINC02625,-22.184065,-37.01672
ARHGEF7-IT1,-39.234413,-4.6494246
ENSG00000233645,-54.649494,-24.71652
OR52T1P,-42.60361,54.542454
NENFP1,-31.502382,49.75061
ENSG00000233648,4.3639946,-92.51982
ENSG00000233649,-107.57584,-0.19916016
OR2AD1P,-90.943184,-6.602054
ENSG00000233651,-14.750778,49.404068
CICP1,-69.62751,-34.467243
CICP7,-65.65253,20.575287
NEMP2-DT,41.591457,13.270713
IGHD4-4,-103.05824,8.649469
ENSG00000233656,-21.119532,21.069828
NDUFA5P4,-52.888767,1.3795877
SPIN4-AS1,-36.796097,18.510754
CALM2P4,-4.787094,-69.09995
ENSG00000233663,-47.737953,-53.43893
NDUFS5P3,-71.19262,-55.27622
ENSG00000233665,47.372658,35.98003
ENSG00000233668,-3.6260831,65.60566
PIRT,-6.76522,-22.485777
CENPNP1,24.93504,57.78191
RNASEH2B-AS1,66.31404,31.575785
ANAPC1P1,7.593032,24.913614
ENSG00000233674,-22.577877,51.87785
FDPSP6,-71.642586,-55.47527
DDX39BP1,-77.43731,10.785541
HNRNPA1P27,19.350641,-62.76851
CEACAMP1,-38.573093,-61.886612
FNDC1-AS1,-15.482125,-18.433695
ENSG00000233683,-64.33134,-3.4189365
LINC01865,-27.466082,15.373275
OR6L1P,-16.020988,13.787363
PIEZO1P1,-86.47023,-24.16631
OR2B3,-33.489033,-78.75452
ZNF622P1,-52.992218,-8.080232
ENSG00000233689,-26.170639,35.482094
EBAG9P1,5.2150893,16.830532
ENSG00000233691,-62.67352,-28.772875
C4B-AS1,-105.713234,10.002838
PBX1-AS1,-33.62514,26.181957
LINC02579,-26.3366,4.543916
GAS6-AS1,54.086063,9.514024
HLA-DRB8,8.010269,-86.13486
TTTY18,-61.59021,-42.798225
TMPOP1,-80.736176,-42.12554
PRR23C,11.564067,64.746895
RPL37P13,-32.834717,15.7547035
ENSG00000233703,-68.93514,-41.615356
SLC26A4-AS1,73.78963,29.604673
ENSG00000233706,-28.137484,-3.6135309
RPL22P11,5.468177,-67.758385
ENSG00000233708,9.136558,-85.390366
MTND4P28,-78.130585,-35.10708
ENSG00000233710,-65.728294,-38.238914
EIF4EBP2P1,-57.787815,-21.202026
ENSG00000233712,-61.08755,-55.817852
ENSG00000233713,-70.69861,14.270657
ENSG00000233714,-44.30118,-29.502058
MTFR2P1,-13.201441,57.62457
RPS29P29,-60.36561,19.543802
MYCNOS,45.581768,39.929943
GOT2P3,24.351263,-71.972374
ENSG00000233720,-81.948715,40.078995
ENSG00000233721,-32.285885,-0.263773
LINC01122,32.03607,51.210224
ENSG00000233724,4.695611,-89.896355
NRAD1,-6.6262703,-34.080326
ENSG00000233727,-89.954765,-12.292278
ENSG00000233728,17.882624,-60.684616
NCKAP5-AS1,-33.100777,24.720749
LINC01765,-18.72268,78.91673
IGHV3OR16-10,-31.327526,91.91684
H2AZP6,-33.76362,59.687763
PSORS1C1,5.096063,-11.1610365
ENSG00000233735,-42.59099,1.9514494
ENSG00000233737,-79.90581,3.7266994
ENSG00000233739,-25.69044,-2.5409696
CICP2,-73.939674,-54.953465
RPL27P7,1.4837202,-71.256355
HLA-DQB1-AS1,-32.087055,84.55047
LINC00656,-31.404703,68.65908
RPL36AP13,8.631653,-57.872498
CICP27,56.712353,42.9489
RRAS2P2,-57.252827,-20.986313
RPL21P36,-0.043378778,-74.1096
ENSG00000233754,-33.679756,-14.078999
ENSG00000233755,-16.518944,42.345936
DSCAM-IT1,-43.12973,1.7438517
ENSG00000233757,70.93685,21.035023
ENSG00000233760,-11.997183,-18.259361
RPS15P4,30.842684,-67.94255
MTCO1P20,-66.197,14.449061
CDRT15P12,-20.371832,-2.4757092
CAVIN2-AS1,7.9610777,45.112343
PSMA6P3,-82.7212,4.7333136
CICP5,-29.520123,0.9184326
HCG25,27.024603,-55.021255
MED14P1,-70.129,23.307522
ENSG00000233775,-15.452933,6.0988517
LINC01251,-18.82091,4.759419
ENSG00000233778,10.308261,-72.81527
HNRNPA1P30,-6.529746,-64.282715
ZNF90P3,15.903869,63.59018
ENSG00000233783,44.749702,45.163017
ENSG00000233785,15.99864,30.925386
CDC27P1,3.965369,38.21969
ENSG00000233787,-47.72692,-51.769314
BTG2-DT,39.736942,46.787174
PUDPP2,-61.42061,-30.456741
POLR1H,45.87822,-0.59185845
UFL1-AS1,37.97827,37.234337
ENSG00000233799,11.133634,24.07024
NELFE,51.24264,-9.359457
TRIM49D2,-24.872034,-73.50211
TSPY4,-35.93566,-30.888985
ENSG00000233805,-78.58349,-31.247917
LINC01237,36.87846,19.686832
AMZ2P3,-70.48998,-42.224014
MOB1AP2,-86.56009,-17.850756
MRPS18B,45.727932,7.8509116
H3P32,-70.49135,-42.224915
IFNA13,-26.077911,-72.18282
ENSG00000233817,2.0507953,-10.516425
CLDN14-AS1,8.529507,-9.778659
LCEP1,-49.98167,-71.72258
ENSG00000233820,-0.3227502,7.241256
ENOX1-AS1,11.939385,53.86877
H2BC15,66.10964,11.819925
ENSG00000233823,-30.545498,-27.99499
